"","study","treatment","therm1","therm2","therm3","therm4"
"6974",1,"Same-Sex Marriage Script by Gay Canvasser",50,58,NA,NA
"6975",1,"No Contact",100,NA,NA,NA
"6976",1,"Same-Sex Marriage Script by Gay Canvasser",99,99,NA,NA
"6977",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"6978",1,"No Contact",100,100,NA,NA
"6979",1,"Same-Sex Marriage Script by Gay Canvasser",60,60,NA,NA
"6980",1,"No Contact",50,41,NA,NA
"6981",1,"No Contact",93,93,NA,NA
"6982",1,"No Contact",100,97,NA,NA
"6983",1,"No Contact",48,48,NA,NA
"6984",1,"Recycling Script by Gay Canvasser",61,61,NA,NA
"6985",1,"No Contact",84,84,NA,NA
"6986",1,"No Contact",74,74,NA,NA
"6987",1,"Recycling Script by Straight Canvasser",95,95,NA,NA
"6988",1,"No Contact",51,51,NA,NA
"6989",1,"Same-Sex Marriage Script by Straight Canvasser",81,83,NA,NA
"6990",1,"Same-Sex Marriage Script by Straight Canvasser",69,76,NA,NA
"6991",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"6992",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"6993",1,"Recycling Script by Straight Canvasser",50,50,NA,NA
"6994",1,"Recycling Script by Straight Canvasser",100,97,NA,NA
"6995",1,"No Contact",50,40,NA,NA
"6996",1,"No Contact",42,42,NA,NA
"6997",1,"Recycling Script by Straight Canvasser",91,91,NA,NA
"6998",1,"No Contact",100,100,NA,NA
"6999",1,"Same-Sex Marriage Script by Straight Canvasser",52,52,NA,NA
"7000",1,"Same-Sex Marriage Script by Straight Canvasser",16,16,NA,NA
"7001",1,"No Contact",3,3,NA,NA
"7002",1,"No Contact",47,47,NA,NA
"7003",1,"No Contact",48,48,NA,NA
"7004",1,"No Contact",90,90,NA,NA
"7005",1,"No Contact",5,5,NA,NA
"7006",1,"Recycling Script by Gay Canvasser",87,87,NA,NA
"7007",1,"No Contact",31,31,NA,NA
"7008",1,"No Contact",70,70,NA,NA
"7009",1,"No Contact",100,99,NA,NA
"7010",1,"No Contact",50,56,NA,NA
"7011",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7012",1,"Same-Sex Marriage Script by Straight Canvasser",93,NA,NA,NA
"7013",1,"Same-Sex Marriage Script by Gay Canvasser",56,56,NA,NA
"7014",1,"Recycling Script by Straight Canvasser",34,34,NA,NA
"7015",1,"No Contact",50,54,NA,NA
"7016",1,"Recycling Script by Straight Canvasser",99,99,NA,NA
"7017",1,"Same-Sex Marriage Script by Straight Canvasser",95,95,NA,NA
"7018",1,"No Contact",100,98,NA,NA
"7019",1,"No Contact",78,78,NA,NA
"7020",1,"Recycling Script by Straight Canvasser",7,NA,NA,NA
"7021",1,"Same-Sex Marriage Script by Gay Canvasser",60,60,NA,NA
"7022",1,"Recycling Script by Gay Canvasser",50,44,NA,NA
"7023",1,"No Contact",68,NA,NA,NA
"7024",1,"No Contact",100,97,NA,NA
"7025",1,"No Contact",100,99,NA,NA
"7026",1,"Same-Sex Marriage Script by Gay Canvasser",22,22,NA,NA
"7027",1,"No Contact",50,51,NA,NA
"7028",1,"Recycling Script by Straight Canvasser",3,3,NA,NA
"7029",1,"Recycling Script by Gay Canvasser",31,31,NA,NA
"7030",1,"No Contact",97,97,NA,NA
"7031",1,"No Contact",41,41,NA,NA
"7032",1,"Same-Sex Marriage Script by Gay Canvasser",50,65,NA,NA
"7033",1,"Same-Sex Marriage Script by Gay Canvasser",59,59,NA,NA
"7034",1,"Same-Sex Marriage Script by Gay Canvasser",88,87,NA,NA
"7035",1,"Recycling Script by Gay Canvasser",50,43,NA,NA
"7036",1,"No Contact",84,84,NA,NA
"7037",1,"No Contact",100,100,NA,NA
"7038",1,"Recycling Script by Straight Canvasser",41,41,NA,NA
"7039",1,"No Contact",59,59,NA,NA
"7040",1,"No Contact",86,86,NA,NA
"7041",1,"Recycling Script by Gay Canvasser",43,43,NA,NA
"7042",1,"No Contact",40,40,NA,NA
"7043",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"7044",1,"No Contact",81,NA,NA,NA
"7045",1,"No Contact",61,61,NA,NA
"7046",1,"No Contact",31,31,NA,NA
"7047",1,"No Contact",50,NA,NA,NA
"7048",1,"No Contact",94,94,NA,NA
"7049",1,"No Contact",36,36,NA,NA
"7050",1,"Recycling Script by Straight Canvasser",2,2,NA,NA
"7051",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7052",1,"Recycling Script by Gay Canvasser",50,NA,NA,NA
"7053",1,"Same-Sex Marriage Script by Gay Canvasser",47,47,NA,NA
"7054",1,"No Contact",52,52,NA,NA
"7055",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"7056",1,"Recycling Script by Gay Canvasser",4,4,NA,NA
"7057",1,"No Contact",42,42,NA,NA
"7058",1,"No Contact",51,51,NA,NA
"7059",1,"Recycling Script by Gay Canvasser",15,15,NA,NA
"7060",1,"Same-Sex Marriage Script by Gay Canvasser",41,41,NA,NA
"7061",1,"Recycling Script by Gay Canvasser",40,40,NA,NA
"7062",1,"No Contact",23,23,NA,NA
"7063",1,"No Contact",50,NA,NA,NA
"7064",1,"No Contact",2,2,NA,NA
"7065",1,"Recycling Script by Gay Canvasser",10,NA,NA,NA
"7066",1,"No Contact",50,52,NA,NA
"7067",1,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,NA
"7068",1,"No Contact",50,51,NA,NA
"7069",1,"No Contact",70,70,NA,NA
"7070",1,"Recycling Script by Straight Canvasser",1,1,NA,NA
"7071",1,"No Contact",94,NA,NA,NA
"7072",1,"Recycling Script by Straight Canvasser",100,97,NA,NA
"7073",1,"Recycling Script by Straight Canvasser",99,99,NA,NA
"7074",1,"No Contact",90,90,NA,NA
"7075",1,"No Contact",74,74,NA,NA
"7076",1,"No Contact",50,49,NA,NA
"7077",1,"Recycling Script by Gay Canvasser",50,43,NA,NA
"7078",1,"No Contact",72,72,NA,NA
"7079",1,"No Contact",51,51,NA,NA
"7080",1,"No Contact",50,45,NA,NA
"7081",1,"No Contact",50,50,NA,NA
"7082",1,"Same-Sex Marriage Script by Gay Canvasser",57,57,NA,NA
"7083",1,"Recycling Script by Gay Canvasser",50,46,NA,NA
"7084",1,"No Contact",100,96,NA,NA
"7085",1,"No Contact",98,98,NA,NA
"7086",1,"Recycling Script by Gay Canvasser",75,75,NA,NA
"7087",1,"No Contact",50,48,NA,NA
"7088",1,"No Contact",50,47,NA,NA
"7089",1,"No Contact",97,97,NA,NA
"7090",1,"Recycling Script by Straight Canvasser",70,70,NA,NA
"7091",1,"Same-Sex Marriage Script by Gay Canvasser",18,19,NA,NA
"7092",1,"No Contact",81,81,NA,NA
"7093",1,"Recycling Script by Gay Canvasser",70,75,NA,NA
"7094",1,"Same-Sex Marriage Script by Gay Canvasser",53,NA,NA,NA
"7095",1,"Recycling Script by Straight Canvasser",89,89,NA,NA
"7096",1,"No Contact",69,NA,NA,NA
"7097",1,"Same-Sex Marriage Script by Gay Canvasser",85,85,NA,NA
"7098",1,"Recycling Script by Gay Canvasser",1,1,NA,NA
"7099",1,"No Contact",91,91,NA,NA
"7100",1,"Recycling Script by Gay Canvasser",50,58,NA,NA
"7101",1,"No Contact",94,94,NA,NA
"7102",1,"No Contact",100,100,NA,NA
"7103",1,"Same-Sex Marriage Script by Gay Canvasser",60,83,NA,NA
"7104",1,"Same-Sex Marriage Script by Gay Canvasser",57,63,NA,NA
"7105",1,"No Contact",90,90,NA,NA
"7106",1,"No Contact",1,1,NA,NA
"7107",1,"Same-Sex Marriage Script by Straight Canvasser",59,57,NA,NA
"7108",1,"Same-Sex Marriage Script by Straight Canvasser",2,2,NA,NA
"7109",1,"No Contact",2,2,NA,NA
"7110",1,"Recycling Script by Straight Canvasser",64,64,NA,NA
"7111",1,"No Contact",79,79,NA,NA
"7112",1,"Recycling Script by Gay Canvasser",7,7,NA,NA
"7113",1,"Recycling Script by Straight Canvasser",81,81,NA,NA
"7114",1,"Same-Sex Marriage Script by Gay Canvasser",93,93,NA,NA
"7115",1,"No Contact",5,5,NA,NA
"7116",1,"Same-Sex Marriage Script by Straight Canvasser",5,5,NA,NA
"7117",1,"Recycling Script by Straight Canvasser",54,54,NA,NA
"7118",1,"No Contact",53,53,NA,NA
"7119",1,"No Contact",2,2,NA,NA
"7120",1,"No Contact",50,NA,NA,NA
"7121",1,"Recycling Script by Straight Canvasser",8,NA,NA,NA
"7122",1,"Same-Sex Marriage Script by Straight Canvasser",4,4,NA,NA
"7123",1,"Same-Sex Marriage Script by Straight Canvasser",100,95,NA,NA
"7124",1,"No Contact",100,100,NA,NA
"7125",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"7126",1,"Same-Sex Marriage Script by Straight Canvasser",50,52,NA,NA
"7127",1,"Recycling Script by Straight Canvasser",69,69,NA,NA
"7128",1,"Recycling Script by Straight Canvasser",79,79,NA,NA
"7129",1,"No Contact",12,NA,NA,NA
"7130",1,"No Contact",51,51,NA,NA
"7131",1,"No Contact",91,91,NA,NA
"7132",1,"Recycling Script by Gay Canvasser",94,94,NA,NA
"7133",1,"No Contact",62,62,NA,NA
"7134",1,"Recycling Script by Gay Canvasser",45,45,NA,NA
"7135",1,"No Contact",31,31,NA,NA
"7136",1,"No Contact",100,NA,NA,NA
"7137",1,"Recycling Script by Straight Canvasser",50,49,NA,NA
"7138",1,"No Contact",53,53,NA,NA
"7139",1,"No Contact",98,98,NA,NA
"7140",1,"Same-Sex Marriage Script by Straight Canvasser",93,93,NA,NA
"7141",1,"Same-Sex Marriage Script by Gay Canvasser",16,16,NA,NA
"7142",1,"No Contact",65,65,NA,NA
"7143",1,"No Contact",62,62,NA,NA
"7144",1,"No Contact",60,60,NA,NA
"7145",1,"No Contact",70,70,NA,NA
"7146",1,"Recycling Script by Straight Canvasser",55,55,NA,NA
"7147",1,"No Contact",100,100,NA,NA
"7148",1,"Recycling Script by Straight Canvasser",78,78,NA,NA
"7149",1,"No Contact",50,NA,NA,NA
"7150",1,"No Contact",100,100,NA,NA
"7151",1,"Same-Sex Marriage Script by Straight Canvasser",9,12,NA,NA
"7152",1,"Recycling Script by Gay Canvasser",29,32,NA,NA
"7153",1,"Recycling Script by Gay Canvasser",1,1,NA,NA
"7154",1,"No Contact",10,10,NA,NA
"7155",1,"No Contact",31,31,NA,NA
"7156",1,"No Contact",100,98,NA,NA
"7157",1,"Same-Sex Marriage Script by Gay Canvasser",98,98,NA,NA
"7158",1,"Recycling Script by Gay Canvasser",64,68,NA,NA
"7159",1,"No Contact",50,47,NA,NA
"7160",1,"No Contact",4,4,NA,NA
"7161",1,"Recycling Script by Straight Canvasser",100,99,NA,NA
"7162",1,"No Contact",50,49,NA,NA
"7163",1,"Same-Sex Marriage Script by Gay Canvasser",93,93,NA,NA
"7164",1,"Same-Sex Marriage Script by Straight Canvasser",50,53,NA,NA
"7165",1,"No Contact",3,3,NA,NA
"7166",1,"No Contact",90,NA,NA,NA
"7167",1,"Same-Sex Marriage Script by Straight Canvasser",83,83,NA,NA
"7168",1,"No Contact",50,45,NA,NA
"7169",1,"No Contact",51,51,NA,NA
"7170",1,"No Contact",35,35,NA,NA
"7171",1,"Recycling Script by Straight Canvasser",80,80,NA,NA
"7172",1,"No Contact",79,79,NA,NA
"7173",1,"No Contact",31,31,NA,NA
"7174",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"7175",1,"Same-Sex Marriage Script by Straight Canvasser",47,47,NA,NA
"7176",1,"Recycling Script by Gay Canvasser",27,27,NA,NA
"7177",1,"Recycling Script by Gay Canvasser",86,86,NA,NA
"7178",1,"Recycling Script by Straight Canvasser",22,22,NA,NA
"7179",1,"No Contact",78,78,NA,NA
"7180",1,"No Contact",100,94,NA,NA
"7181",1,"No Contact",100,98,NA,NA
"7182",1,"Same-Sex Marriage Script by Gay Canvasser",100,97,NA,NA
"7183",1,"Same-Sex Marriage Script by Straight Canvasser",34,34,NA,NA
"7184",1,"No Contact",99,99,NA,NA
"7185",1,"No Contact",50,50,NA,NA
"7186",1,"No Contact",76,76,NA,NA
"7187",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7188",1,"No Contact",75,75,NA,NA
"7189",1,"No Contact",50,57,NA,NA
"7190",1,"Same-Sex Marriage Script by Straight Canvasser",66,67,NA,NA
"7191",1,"Recycling Script by Gay Canvasser",50,45,NA,NA
"7192",1,"No Contact",51,51,NA,NA
"7193",1,"No Contact",80,NA,NA,NA
"7194",1,"Same-Sex Marriage Script by Straight Canvasser",55,55,NA,NA
"7195",1,"No Contact",7,7,NA,NA
"7196",1,"No Contact",69,69,NA,NA
"7197",1,"Same-Sex Marriage Script by Straight Canvasser",60,70,NA,NA
"7198",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"7199",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"7200",1,"No Contact",76,76,NA,NA
"7201",1,"Recycling Script by Gay Canvasser",92,92,NA,NA
"7202",1,"No Contact",52,NA,NA,NA
"7203",1,"Recycling Script by Gay Canvasser",74,74,NA,NA
"7204",1,"No Contact",71,71,NA,NA
"7205",1,"No Contact",50,NA,NA,NA
"7206",1,"No Contact",96,96,NA,NA
"7207",1,"Recycling Script by Straight Canvasser",99,99,NA,NA
"7208",1,"Same-Sex Marriage Script by Gay Canvasser",65,65,NA,NA
"7209",1,"Same-Sex Marriage Script by Gay Canvasser",50,45,NA,NA
"7210",1,"No Contact",19,19,NA,NA
"7211",1,"No Contact",100,95,NA,NA
"7212",1,"Recycling Script by Straight Canvasser",33,33,NA,NA
"7213",1,"No Contact",4,4,NA,NA
"7214",1,"No Contact",54,54,NA,NA
"7215",1,"Recycling Script by Straight Canvasser",80,80,NA,NA
"7216",1,"No Contact",50,47,NA,NA
"7217",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7218",1,"Recycling Script by Straight Canvasser",98,98,NA,NA
"7219",1,"No Contact",100,100,NA,NA
"7220",1,"No Contact",52,52,NA,NA
"7221",1,"Recycling Script by Straight Canvasser",100,95,NA,NA
"7222",1,"Same-Sex Marriage Script by Straight Canvasser",92,88,NA,NA
"7223",1,"No Contact",91,91,NA,NA
"7224",1,"No Contact",25,25,NA,NA
"7225",1,"No Contact",52,52,NA,NA
"7226",1,"No Contact",45,45,NA,NA
"7227",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7228",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"7229",1,"Same-Sex Marriage Script by Gay Canvasser",80,80,NA,NA
"7230",1,"No Contact",68,68,NA,NA
"7231",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7232",1,"Recycling Script by Straight Canvasser",3,3,NA,NA
"7233",1,"No Contact",83,83,NA,NA
"7234",1,"Same-Sex Marriage Script by Gay Canvasser",50,45,NA,NA
"7235",1,"No Contact",51,51,NA,NA
"7236",1,"No Contact",99,99,NA,NA
"7237",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"7238",1,"Same-Sex Marriage Script by Gay Canvasser",17,17,NA,NA
"7239",1,"No Contact",80,80,NA,NA
"7240",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"7241",1,"Same-Sex Marriage Script by Gay Canvasser",99,100,NA,NA
"7242",1,"Same-Sex Marriage Script by Straight Canvasser",100,NA,NA,NA
"7243",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"7244",1,"No Contact",85,85,NA,NA
"7245",1,"Same-Sex Marriage Script by Straight Canvasser",50,43,NA,NA
"7246",1,"Recycling Script by Gay Canvasser",6,6,NA,NA
"7247",1,"Same-Sex Marriage Script by Straight Canvasser",32,NA,NA,NA
"7248",1,"No Contact",72,72,NA,NA
"7249",1,"Same-Sex Marriage Script by Gay Canvasser",4,4,NA,NA
"7250",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"7251",1,"Recycling Script by Straight Canvasser",89,89,NA,NA
"7252",1,"Same-Sex Marriage Script by Straight Canvasser",80,80,NA,NA
"7253",1,"No Contact",23,23,NA,NA
"7254",1,"No Contact",69,69,NA,NA
"7255",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"7256",1,"No Contact",29,29,NA,NA
"7257",1,"Same-Sex Marriage Script by Straight Canvasser",44,44,NA,NA
"7258",1,"No Contact",100,100,NA,NA
"7259",1,"Recycling Script by Gay Canvasser",100,98,NA,NA
"7260",1,"Same-Sex Marriage Script by Straight Canvasser",91,91,NA,NA
"7261",1,"No Contact",33,33,NA,NA
"7262",1,"No Contact",51,51,NA,NA
"7263",1,"Recycling Script by Straight Canvasser",58,58,NA,NA
"7264",1,"No Contact",61,61,NA,NA
"7265",1,"Same-Sex Marriage Script by Gay Canvasser",50,49,NA,NA
"7266",1,"Recycling Script by Straight Canvasser",65,67,NA,NA
"7267",1,"No Contact",100,NA,NA,NA
"7268",1,"No Contact",81,81,NA,NA
"7269",1,"No Contact",99,99,NA,NA
"7270",1,"No Contact",51,51,NA,NA
"7271",1,"Recycling Script by Straight Canvasser",81,81,NA,NA
"7272",1,"No Contact",55,55,NA,NA
"7273",1,"Recycling Script by Gay Canvasser",50,50,NA,NA
"7274",1,"No Contact",95,95,NA,NA
"7275",1,"Recycling Script by Gay Canvasser",100,95,NA,NA
"7276",1,"No Contact",42,NA,NA,NA
"7277",1,"No Contact",88,88,NA,NA
"7278",1,"No Contact",50,44,NA,NA
"7279",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7280",1,"Same-Sex Marriage Script by Gay Canvasser",62,62,NA,NA
"7281",1,"Same-Sex Marriage Script by Gay Canvasser",6,6,NA,NA
"7282",1,"Recycling Script by Gay Canvasser",90,90,NA,NA
"7283",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"7284",1,"Recycling Script by Straight Canvasser",70,70,NA,NA
"7285",1,"No Contact",60,60,NA,NA
"7286",1,"Recycling Script by Straight Canvasser",4,4,NA,NA
"7287",1,"No Contact",90,90,NA,NA
"7288",1,"Same-Sex Marriage Script by Gay Canvasser",75,75,NA,NA
"7289",1,"No Contact",50,45,NA,NA
"7290",1,"Recycling Script by Straight Canvasser",10,10,NA,NA
"7291",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"7292",1,"Recycling Script by Straight Canvasser",100,98,NA,NA
"7293",1,"No Contact",87,NA,NA,NA
"7294",1,"No Contact",10,10,NA,NA
"7295",1,"No Contact",68,68,NA,NA
"7296",1,"No Contact",50,56,NA,NA
"7297",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"7298",1,"Recycling Script by Gay Canvasser",75,75,NA,NA
"7299",1,"No Contact",50,NA,NA,NA
"7300",1,"No Contact",2,2,NA,NA
"7301",1,"Same-Sex Marriage Script by Gay Canvasser",1,1,NA,NA
"7302",1,"No Contact",51,51,NA,NA
"7303",1,"No Contact",50,58,NA,NA
"7304",1,"Recycling Script by Straight Canvasser",58,58,NA,NA
"7305",1,"No Contact",19,19,NA,NA
"7306",1,"Recycling Script by Straight Canvasser",77,81,NA,NA
"7307",1,"No Contact",42,42,NA,NA
"7308",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"7309",1,"Recycling Script by Gay Canvasser",94,98,NA,NA
"7310",1,"No Contact",54,54,NA,NA
"7311",1,"Recycling Script by Gay Canvasser",42,42,NA,NA
"7312",1,"No Contact",51,51,NA,NA
"7313",1,"Same-Sex Marriage Script by Gay Canvasser",60,78,NA,NA
"7314",1,"Same-Sex Marriage Script by Gay Canvasser",75,82,NA,NA
"7315",1,"No Contact",52,52,NA,NA
"7316",1,"No Contact",80,80,NA,NA
"7317",1,"No Contact",99,99,NA,NA
"7318",1,"No Contact",52,52,NA,NA
"7319",1,"No Contact",86,86,NA,NA
"7320",1,"No Contact",64,64,NA,NA
"7321",1,"No Contact",28,NA,NA,NA
"7322",1,"Recycling Script by Straight Canvasser",100,98,NA,NA
"7323",1,"Recycling Script by Straight Canvasser",7,7,NA,NA
"7324",1,"No Contact",84,84,NA,NA
"7325",1,"No Contact",53,NA,NA,NA
"7326",1,"Recycling Script by Straight Canvasser",31,31,NA,NA
"7327",1,"No Contact",90,90,NA,NA
"7328",1,"Same-Sex Marriage Script by Straight Canvasser",50,NA,NA,NA
"7329",1,"Recycling Script by Straight Canvasser",62,62,NA,NA
"7330",1,"Same-Sex Marriage Script by Straight Canvasser",66,66,NA,NA
"7331",1,"Same-Sex Marriage Script by Straight Canvasser",17,17,NA,NA
"7332",1,"Recycling Script by Gay Canvasser",2,2,NA,NA
"7333",1,"Same-Sex Marriage Script by Straight Canvasser",92,95,NA,NA
"7334",1,"No Contact",100,98,NA,NA
"7335",1,"No Contact",79,79,NA,NA
"7336",1,"Recycling Script by Gay Canvasser",30,30,NA,NA
"7337",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"7338",1,"No Contact",16,16,NA,NA
"7339",1,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,NA
"7340",1,"No Contact",90,90,NA,NA
"7341",1,"No Contact",50,60,NA,NA
"7342",1,"Same-Sex Marriage Script by Straight Canvasser",81,81,NA,NA
"7343",1,"No Contact",80,80,NA,NA
"7344",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"7345",1,"Same-Sex Marriage Script by Gay Canvasser",27,44,NA,NA
"7346",1,"No Contact",50,52,NA,NA
"7347",1,"Same-Sex Marriage Script by Gay Canvasser",82,82,NA,NA
"7348",1,"No Contact",1,1,NA,NA
"7349",1,"No Contact",50,52,NA,NA
"7350",1,"No Contact",50,53,NA,NA
"7351",1,"No Contact",71,71,NA,NA
"7352",1,"No Contact",90,90,NA,NA
"7353",1,"No Contact",53,53,NA,NA
"7354",1,"No Contact",41,41,NA,NA
"7355",1,"Recycling Script by Gay Canvasser",99,99,NA,NA
"7356",1,"No Contact",54,NA,NA,NA
"7357",1,"Same-Sex Marriage Script by Gay Canvasser",41,41,NA,NA
"7358",1,"No Contact",10,NA,NA,NA
"7359",1,"No Contact",59,59,NA,NA
"7360",1,"No Contact",99,99,NA,NA
"7361",1,"No Contact",50,53,NA,NA
"7362",1,"No Contact",50,59,NA,NA
"7363",1,"Same-Sex Marriage Script by Gay Canvasser",80,80,NA,NA
"7364",1,"No Contact",100,99,NA,NA
"7365",1,"No Contact",50,51,NA,NA
"7366",1,"No Contact",99,99,NA,NA
"7367",1,"Same-Sex Marriage Script by Gay Canvasser",38,38,NA,NA
"7368",1,"No Contact",13,13,NA,NA
"7369",1,"No Contact",50,40,NA,NA
"7370",1,"No Contact",50,51,NA,NA
"7371",1,"Recycling Script by Straight Canvasser",61,NA,NA,NA
"7372",1,"No Contact",87,87,NA,NA
"7373",1,"Recycling Script by Straight Canvasser",100,93,NA,NA
"7374",1,"Same-Sex Marriage Script by Gay Canvasser",55,71,NA,NA
"7375",1,"Same-Sex Marriage Script by Gay Canvasser",75,75,NA,NA
"7376",1,"Same-Sex Marriage Script by Straight Canvasser",29,29,NA,NA
"7377",1,"No Contact",29,29,NA,NA
"7378",1,"Recycling Script by Straight Canvasser",50,43,NA,NA
"7379",1,"Same-Sex Marriage Script by Straight Canvasser",50,48,NA,NA
"7380",1,"Same-Sex Marriage Script by Straight Canvasser",50,55,NA,NA
"7381",1,"No Contact",86,86,NA,NA
"7382",1,"No Contact",72,72,NA,NA
"7383",1,"No Contact",100,100,NA,NA
"7384",1,"Recycling Script by Gay Canvasser",84,84,NA,NA
"7385",1,"No Contact",50,58,NA,NA
"7386",1,"Same-Sex Marriage Script by Gay Canvasser",86,86,NA,NA
"7387",1,"Same-Sex Marriage Script by Straight Canvasser",50,47,NA,NA
"7388",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"7389",1,"No Contact",100,99,NA,NA
"7390",1,"Same-Sex Marriage Script by Straight Canvasser",56,56,NA,NA
"7391",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7392",1,"Recycling Script by Straight Canvasser",5,5,NA,NA
"7393",1,"Same-Sex Marriage Script by Straight Canvasser",59,59,NA,NA
"7394",1,"No Contact",71,71,NA,NA
"7395",1,"No Contact",11,11,NA,NA
"7396",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"7397",1,"No Contact",62,62,NA,NA
"7398",1,"Same-Sex Marriage Script by Gay Canvasser",47,47,NA,NA
"7399",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7400",1,"No Contact",77,77,NA,NA
"7401",1,"No Contact",100,100,NA,NA
"7402",1,"Same-Sex Marriage Script by Gay Canvasser",99,NA,NA,NA
"7403",1,"No Contact",69,69,NA,NA
"7404",1,"No Contact",52,52,NA,NA
"7405",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"7406",1,"Recycling Script by Straight Canvasser",60,60,NA,NA
"7407",1,"No Contact",41,NA,NA,NA
"7408",1,"No Contact",100,100,NA,NA
"7409",1,"Same-Sex Marriage Script by Straight Canvasser",80,84,NA,NA
"7410",1,"Same-Sex Marriage Script by Gay Canvasser",84,84,NA,NA
"7411",1,"Same-Sex Marriage Script by Straight Canvasser",21,21,NA,NA
"7412",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"7413",1,"Recycling Script by Gay Canvasser",26,NA,NA,NA
"7414",1,"Same-Sex Marriage Script by Straight Canvasser",51,NA,NA,NA
"7415",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"7416",1,"Same-Sex Marriage Script by Gay Canvasser",5,5,NA,NA
"7417",1,"No Contact",50,NA,NA,NA
"7418",1,"Recycling Script by Gay Canvasser",87,87,NA,NA
"7419",1,"No Contact",42,42,NA,NA
"7420",1,"No Contact",63,63,NA,NA
"7421",1,"Recycling Script by Gay Canvasser",94,NA,NA,NA
"7422",1,"Same-Sex Marriage Script by Straight Canvasser",97,96,NA,NA
"7423",1,"No Contact",96,96,NA,NA
"7424",1,"Same-Sex Marriage Script by Gay Canvasser",95,95,NA,NA
"7425",1,"Recycling Script by Straight Canvasser",2,4,NA,NA
"7426",1,"Same-Sex Marriage Script by Straight Canvasser",94,100,NA,NA
"7427",1,"No Contact",50,51,NA,NA
"7428",1,"No Contact",51,51,NA,NA
"7429",1,"Same-Sex Marriage Script by Gay Canvasser",89,89,NA,NA
"7430",1,"No Contact",44,NA,NA,NA
"7431",1,"No Contact",73,73,NA,NA
"7432",1,"Same-Sex Marriage Script by Gay Canvasser",50,43,NA,NA
"7433",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"7434",1,"No Contact",80,80,NA,NA
"7435",1,"No Contact",50,46,NA,NA
"7436",1,"Recycling Script by Gay Canvasser",81,NA,NA,NA
"7437",1,"No Contact",71,71,NA,NA
"7438",1,"No Contact",100,100,NA,NA
"7439",1,"No Contact",50,45,NA,NA
"7440",1,"Recycling Script by Gay Canvasser",51,NA,NA,NA
"7441",1,"No Contact",98,98,NA,NA
"7442",1,"No Contact",40,40,NA,NA
"7443",1,"No Contact",50,56,NA,NA
"7444",1,"Recycling Script by Straight Canvasser",78,74,NA,NA
"7445",1,"No Contact",62,NA,NA,NA
"7446",1,"Same-Sex Marriage Script by Straight Canvasser",81,81,NA,NA
"7447",1,"No Contact",5,5,NA,NA
"7448",1,"Recycling Script by Straight Canvasser",50,49,NA,NA
"7449",1,"No Contact",50,43,NA,NA
"7450",1,"No Contact",100,100,NA,NA
"7451",1,"Same-Sex Marriage Script by Gay Canvasser",100,NA,NA,NA
"7452",1,"Recycling Script by Gay Canvasser",72,72,NA,NA
"7453",1,"No Contact",73,73,NA,NA
"7454",1,"Same-Sex Marriage Script by Straight Canvasser",50,NA,NA,NA
"7455",1,"No Contact",73,73,NA,NA
