"","study","treatment","therm1","therm2","therm3","therm4"
"1485",2,"Same-Sex Marriage Script by Gay Canvasser",35,19,33,38
"1486",2,"No Contact",96,100,100,100
"1487",2,"No Contact",3,2,NA,1
"1488",2,"No Contact",3,0,0,0
"1489",2,"No Contact",91,67,94,94
"1490",2,"No Contact",6,17,0,NA
"1491",2,"No Contact",33,NA,30,NA
"1492",2,"Same-Sex Marriage Script by Gay Canvasser",70,72,71,72
"1493",2,"Same-Sex Marriage Script by Gay Canvasser",53,NA,54,71
"1494",2,"No Contact",86,86,NA,89
"1495",2,"Same-Sex Marriage Script by Gay Canvasser",80,80,88,87
"1496",2,"No Contact",100,98,97,100
"1497",2,"Same-Sex Marriage Script by Gay Canvasser",52,68,59,76
"1498",2,"No Contact",80,70,63,87
"1499",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,58,51
"1500",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,91,95
"1501",2,"Same-Sex Marriage Script by Gay Canvasser",50,59,NA,62
"1502",2,"No Contact",59,NA,44,71
"1503",2,"Same-Sex Marriage Script by Gay Canvasser",98,98,90,100
"1504",2,"Same-Sex Marriage Script by Gay Canvasser",71,73,78,83
"1505",2,"Same-Sex Marriage Script by Gay Canvasser",3,21,30,36
"1506",2,"Same-Sex Marriage Script by Gay Canvasser",60,49,53,NA
"1507",2,"Same-Sex Marriage Script by Gay Canvasser",22,27,22,23
"1508",2,"Same-Sex Marriage Script by Gay Canvasser",44,47,55,46
"1509",2,"Same-Sex Marriage Script by Gay Canvasser",52,63,54,49
"1510",2,"No Contact",60,51,64,70
"1511",2,"Same-Sex Marriage Script by Gay Canvasser",52,52,65,53
"1512",2,"Same-Sex Marriage Script by Gay Canvasser",90,92,90,96
"1513",2,"Same-Sex Marriage Script by Gay Canvasser",50,71,69,71
"1514",2,"No Contact",70,66,75,53
"1515",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,98
"1516",2,"Same-Sex Marriage Script by Gay Canvasser",73,70,77,69
"1517",2,"Same-Sex Marriage Script by Gay Canvasser",12,4,NA,11
"1518",2,"Same-Sex Marriage Script by Gay Canvasser",99,95,100,100
"1519",2,"No Contact",50,48,NA,55
"1520",2,"No Contact",97,NA,NA,100
"1521",2,"Same-Sex Marriage Script by Gay Canvasser",86,NA,77,91
"1522",2,"Same-Sex Marriage Script by Gay Canvasser",60,63,50,45
"1523",2,"No Contact",61,59,65,57
"1524",2,"Same-Sex Marriage Script by Gay Canvasser",53,NA,69,62
"1525",2,"No Contact",16,10,17,NA
"1526",2,"No Contact",72,65,80,73
"1527",2,"Same-Sex Marriage Script by Gay Canvasser",84,74,NA,97
"1528",2,"No Contact",4,7,0,9
"1529",2,"No Contact",50,53,50,50
"1530",2,"No Contact",70,NA,70,77
"1531",2,"No Contact",17,20,30,27
"1532",2,"No Contact",50,49,NA,38
"1533",2,"No Contact",50,52,41,NA
"1534",2,"No Contact",68,NA,68,62
"1535",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,51,NA
"1536",2,"Same-Sex Marriage Script by Gay Canvasser",41,44,37,NA
"1537",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,99,100
"1538",2,"No Contact",59,51,44,50
"1539",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,NA,100
"1540",2,"Same-Sex Marriage Script by Gay Canvasser",3,0,14,0
"1541",2,"No Contact",51,NA,30,49
"1542",2,"No Contact",53,53,49,NA
"1543",2,"No Contact",100,95,100,98
"1544",2,"No Contact",52,47,49,54
"1545",2,"Same-Sex Marriage Script by Gay Canvasser",48,46,48,NA
"1546",2,"Same-Sex Marriage Script by Gay Canvasser",80,84,69,72
"1547",2,"Same-Sex Marriage Script by Gay Canvasser",75,NA,83,78
"1548",2,"Same-Sex Marriage Script by Gay Canvasser",50,53,51,49
"1549",2,"Same-Sex Marriage Script by Gay Canvasser",50,46,45,61
"1550",2,"Same-Sex Marriage Script by Gay Canvasser",70,63,58,68
"1551",2,"No Contact",30,40,31,29
"1552",2,"No Contact",2,0,0,1
"1553",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"1554",2,"No Contact",75,74,60,NA
"1555",2,"No Contact",50,52,51,46
"1556",2,"Same-Sex Marriage Script by Gay Canvasser",3,36,17,8
"1557",2,"Same-Sex Marriage Script by Gay Canvasser",85,100,100,99
"1558",2,"Same-Sex Marriage Script by Gay Canvasser",51,80,72,68
"1559",2,"No Contact",50,48,44,53
"1560",2,"No Contact",83,72,84,88
"1561",2,"No Contact",50,54,56,46
"1562",2,"No Contact",96,79,99,98
"1563",2,"No Contact",50,50,48,49
"1564",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,93
"1565",2,"No Contact",50,45,NA,NA
"1566",2,"No Contact",50,45,45,50
"1567",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,92,96
"1568",2,"Same-Sex Marriage Script by Gay Canvasser",100,97,96,98
"1569",2,"Same-Sex Marriage Script by Gay Canvasser",87,90,67,73
"1570",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,49,43
"1571",2,"Same-Sex Marriage Script by Gay Canvasser",81,76,76,89
"1572",2,"No Contact",16,13,12,27
"1573",2,"No Contact",50,NA,49,50
"1574",2,"No Contact",78,92,72,85
"1575",2,"No Contact",94,100,79,92
"1576",2,"Same-Sex Marriage Script by Gay Canvasser",70,72,80,80
"1577",2,"Same-Sex Marriage Script by Gay Canvasser",62,69,51,59
"1578",2,"Same-Sex Marriage Script by Gay Canvasser",58,64,69,58
"1579",2,"Same-Sex Marriage Script by Gay Canvasser",50,58,54,62
"1580",2,"No Contact",100,99,99,100
"1581",2,"No Contact",100,98,NA,98
"1582",2,"No Contact",50,44,54,50
"1583",2,"No Contact",50,46,47,42
"1584",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,96
"1585",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,62,41
"1586",2,"No Contact",50,47,48,42
"1587",2,"No Contact",1,NA,3,0
"1588",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,55,45
"1589",2,"Same-Sex Marriage Script by Gay Canvasser",82,80,94,77
"1590",2,"No Contact",62,54,69,63
"1591",2,"Same-Sex Marriage Script by Gay Canvasser",1,0,16,NA
"1592",2,"No Contact",71,58,63,68
"1593",2,"No Contact",83,96,NA,97
"1594",2,"No Contact",100,98,NA,100
"1595",2,"No Contact",80,77,95,78
"1596",2,"No Contact",41,44,34,49
"1597",2,"No Contact",59,NA,51,55
"1598",2,"No Contact",94,100,100,90
"1599",2,"No Contact",4,11,0,3
"1600",2,"No Contact",75,61,69,71
"1601",2,"No Contact",3,0,8,0
"1602",2,"Same-Sex Marriage Script by Gay Canvasser",52,44,NA,55
"1603",2,"Same-Sex Marriage Script by Gay Canvasser",20,52,41,45
"1604",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,43,51
"1605",2,"Same-Sex Marriage Script by Gay Canvasser",100,95,100,98
"1606",2,"No Contact",29,35,30,24
"1607",2,"No Contact",70,66,81,NA
"1608",2,"No Contact",50,53,45,51
"1609",2,"No Contact",51,50,30,60
"1610",2,"Same-Sex Marriage Script by Gay Canvasser",32,38,29,19
"1611",2,"Same-Sex Marriage Script by Gay Canvasser",98,NA,100,100
"1612",2,"No Contact",56,51,61,NA
"1613",2,"No Contact",98,94,NA,100
"1614",2,"No Contact",50,49,49,52
"1615",2,"Same-Sex Marriage Script by Gay Canvasser",72,73,80,76
"1616",2,"Same-Sex Marriage Script by Gay Canvasser",50,61,57,49
"1617",2,"Same-Sex Marriage Script by Gay Canvasser",32,36,32,30
"1618",2,"Same-Sex Marriage Script by Gay Canvasser",36,44,36,37
"1619",2,"Same-Sex Marriage Script by Gay Canvasser",51,59,60,46
"1620",2,"Same-Sex Marriage Script by Gay Canvasser",7,9,13,NA
"1621",2,"No Contact",50,50,56,45
"1622",2,"No Contact",70,64,87,74
"1623",2,"No Contact",100,97,100,100
"1624",2,"Same-Sex Marriage Script by Gay Canvasser",60,94,87,93
"1625",2,"Same-Sex Marriage Script by Gay Canvasser",52,47,59,62
"1626",2,"Same-Sex Marriage Script by Gay Canvasser",75,72,NA,69
"1627",2,"Same-Sex Marriage Script by Gay Canvasser",11,4,31,11
"1628",2,"Same-Sex Marriage Script by Gay Canvasser",71,74,88,59
"1629",2,"No Contact",94,92,84,93
"1630",2,"No Contact",56,60,68,57
"1631",2,"No Contact",59,63,70,42
"1632",2,"No Contact",99,95,100,100
"1633",2,"Same-Sex Marriage Script by Gay Canvasser",6,8,22,6
"1634",2,"Same-Sex Marriage Script by Gay Canvasser",9,14,14,6
"1635",2,"No Contact",66,71,72,67
"1636",2,"Same-Sex Marriage Script by Gay Canvasser",90,91,NA,NA
"1637",2,"Same-Sex Marriage Script by Gay Canvasser",80,97,80,72
"1638",2,"Same-Sex Marriage Script by Gay Canvasser",54,52,50,50
"1639",2,"Same-Sex Marriage Script by Gay Canvasser",6,20,29,NA
"1640",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,46,58
"1641",2,"Same-Sex Marriage Script by Gay Canvasser",2,0,0,0
"1642",2,"No Contact",97,100,100,100
"1643",2,"No Contact",100,NA,99,100
"1644",2,"No Contact",50,48,58,47
"1645",2,"No Contact",22,19,19,14
"1646",2,"Same-Sex Marriage Script by Gay Canvasser",32,42,24,29
"1647",2,"Same-Sex Marriage Script by Gay Canvasser",30,22,27,23
"1648",2,"No Contact",59,60,41,60
"1649",2,"No Contact",91,93,91,96
"1650",2,"No Contact",50,NA,50,59
"1651",2,"No Contact",50,51,53,48
"1652",2,"No Contact",31,28,33,27
"1653",2,"No Contact",77,74,86,80
"1654",2,"No Contact",100,100,100,NA
"1655",2,"No Contact",60,57,62,54
"1656",2,"Same-Sex Marriage Script by Gay Canvasser",53,60,62,42
"1657",2,"No Contact",50,45,48,52
"1658",2,"Same-Sex Marriage Script by Gay Canvasser",90,79,95,NA
"1659",2,"Same-Sex Marriage Script by Gay Canvasser",53,51,56,52
"1660",2,"No Contact",19,12,15,19
"1661",2,"Same-Sex Marriage Script by Gay Canvasser",7,29,24,22
"1662",2,"Same-Sex Marriage Script by Gay Canvasser",20,15,15,NA
"1663",2,"No Contact",97,93,99,92
"1664",2,"No Contact",73,75,57,69
"1665",2,"No Contact",100,100,100,97
"1666",2,"Same-Sex Marriage Script by Gay Canvasser",45,40,46,NA
"1667",2,"No Contact",52,51,43,NA
"1668",2,"No Contact",52,53,53,37
"1669",2,"No Contact",51,48,57,38
"1670",2,"Same-Sex Marriage Script by Gay Canvasser",61,66,56,NA
"1671",2,"No Contact",46,43,56,59
"1672",2,"Same-Sex Marriage Script by Gay Canvasser",93,100,100,NA
"1673",2,"Same-Sex Marriage Script by Gay Canvasser",72,70,77,71
"1674",2,"No Contact",50,49,49,51
"1675",2,"No Contact",50,NA,53,NA
"1676",2,"No Contact",50,53,52,48
"1677",2,"Same-Sex Marriage Script by Gay Canvasser",50,45,NA,45
"1678",2,"Same-Sex Marriage Script by Gay Canvasser",50,65,56,59
"1679",2,"No Contact",59,55,65,43
"1680",2,"Same-Sex Marriage Script by Gay Canvasser",4,14,20,23
"1681",2,"Same-Sex Marriage Script by Gay Canvasser",73,82,80,73
"1682",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,52
"1683",2,"Same-Sex Marriage Script by Gay Canvasser",6,16,17,7
"1684",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,51,45
"1685",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,48,59
"1686",2,"No Contact",50,50,50,63
"1687",2,"Same-Sex Marriage Script by Gay Canvasser",92,100,83,100
"1688",2,"No Contact",52,49,60,41
"1689",2,"No Contact",46,34,46,51
"1690",2,"Same-Sex Marriage Script by Gay Canvasser",42,60,60,61
"1691",2,"No Contact",86,94,69,100
"1692",2,"No Contact",50,48,55,51
"1693",2,"Same-Sex Marriage Script by Gay Canvasser",83,97,95,83
"1694",2,"Same-Sex Marriage Script by Gay Canvasser",95,100,100,78
"1695",2,"No Contact",30,31,27,27
"1696",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,50,48
"1697",2,"No Contact",22,12,25,12
"1698",2,"No Contact",55,62,68,58
"1699",2,"No Contact",16,26,25,14
"1700",2,"Same-Sex Marriage Script by Gay Canvasser",25,23,27,17
"1701",2,"Same-Sex Marriage Script by Gay Canvasser",61,63,73,53
"1702",2,"No Contact",43,40,37,36
"1703",2,"No Contact",95,82,100,94
"1704",2,"Same-Sex Marriage Script by Gay Canvasser",81,85,NA,74
"1705",2,"No Contact",8,NA,11,12
"1706",2,"No Contact",5,0,5,0
"1707",2,"No Contact",81,NA,58,73
"1708",2,"No Contact",53,45,56,NA
"1709",2,"Same-Sex Marriage Script by Gay Canvasser",56,59,61,65
"1710",2,"Same-Sex Marriage Script by Gay Canvasser",44,45,56,40
"1711",2,"Same-Sex Marriage Script by Gay Canvasser",89,98,96,82
"1712",2,"Same-Sex Marriage Script by Gay Canvasser",50,66,63,59
"1713",2,"Same-Sex Marriage Script by Gay Canvasser",75,88,87,74
"1714",2,"No Contact",83,86,75,93
"1715",2,"No Contact",50,50,52,43
"1716",2,"Same-Sex Marriage Script by Gay Canvasser",61,NA,60,69
"1717",2,"No Contact",100,NA,100,88
"1718",2,"Same-Sex Marriage Script by Gay Canvasser",54,59,40,NA
"1719",2,"Same-Sex Marriage Script by Gay Canvasser",80,73,75,83
"1720",2,"No Contact",100,100,NA,87
"1721",2,"Same-Sex Marriage Script by Gay Canvasser",86,65,65,87
"1722",2,"Same-Sex Marriage Script by Gay Canvasser",73,81,79,72
"1723",2,"Same-Sex Marriage Script by Gay Canvasser",50,61,46,NA
"1724",2,"Same-Sex Marriage Script by Gay Canvasser",55,60,60,58
"1725",2,"Same-Sex Marriage Script by Gay Canvasser",72,70,78,78
"1726",2,"Same-Sex Marriage Script by Gay Canvasser",29,23,36,20
"1727",2,"No Contact",36,28,61,41
"1728",2,"No Contact",41,55,62,41
"1729",2,"No Contact",9,15,0,0
"1730",2,"Same-Sex Marriage Script by Gay Canvasser",90,86,94,95
"1731",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,98,100
"1732",2,"Same-Sex Marriage Script by Gay Canvasser",79,95,88,94
"1733",2,"No Contact",69,76,70,71
"1734",2,"Same-Sex Marriage Script by Gay Canvasser",53,39,NA,53
"1735",2,"No Contact",82,NA,NA,NA
"1736",2,"No Contact",51,NA,NA,55
"1737",2,"Same-Sex Marriage Script by Gay Canvasser",6,26,10,7
"1738",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,46,55
"1739",2,"No Contact",50,47,49,51
"1740",2,"Same-Sex Marriage Script by Gay Canvasser",59,58,52,51
"1741",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,46,53
"1742",2,"No Contact",38,31,40,26
"1743",2,"Same-Sex Marriage Script by Gay Canvasser",80,93,NA,76
"1744",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,45
"1745",2,"No Contact",93,100,89,92
"1746",2,"No Contact",52,38,54,NA
"1747",2,"No Contact",57,66,51,67
"1748",2,"Same-Sex Marriage Script by Gay Canvasser",99,NA,90,100
"1749",2,"Same-Sex Marriage Script by Gay Canvasser",23,21,15,NA
"1750",2,"No Contact",50,52,58,48
"1751",2,"No Contact",50,48,40,39
"1752",2,"No Contact",50,52,48,48
"1753",2,"No Contact",99,88,91,100
"1754",2,"No Contact",85,96,89,79
"1755",2,"Same-Sex Marriage Script by Gay Canvasser",84,100,100,100
"1756",2,"No Contact",50,53,NA,60
"1757",2,"No Contact",21,18,16,18
"1758",2,"No Contact",60,50,53,48
"1759",2,"Same-Sex Marriage Script by Gay Canvasser",85,100,93,88
"1760",2,"Same-Sex Marriage Script by Gay Canvasser",81,NA,71,94
"1761",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,93
"1762",2,"Same-Sex Marriage Script by Gay Canvasser",42,NA,53,50
"1763",2,"Same-Sex Marriage Script by Gay Canvasser",81,100,NA,100
"1764",2,"No Contact",61,NA,67,58
"1765",2,"No Contact",100,NA,100,95
"1766",2,"No Contact",98,100,100,97
"1767",2,"Same-Sex Marriage Script by Gay Canvasser",26,39,32,29
"1768",2,"No Contact",36,NA,30,38
"1769",2,"Same-Sex Marriage Script by Gay Canvasser",40,58,35,43
"1770",2,"Same-Sex Marriage Script by Gay Canvasser",100,97,100,100
"1771",2,"Same-Sex Marriage Script by Gay Canvasser",58,71,66,67
"1772",2,"No Contact",31,NA,16,37
"1773",2,"No Contact",70,76,82,NA
"1774",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,NA
"1775",2,"Same-Sex Marriage Script by Gay Canvasser",58,NA,42,74
"1776",2,"Same-Sex Marriage Script by Gay Canvasser",52,NA,57,55
"1777",2,"No Contact",72,77,71,62
"1778",2,"Same-Sex Marriage Script by Gay Canvasser",69,78,67,72
"1779",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,64
"1780",2,"Same-Sex Marriage Script by Gay Canvasser",28,NA,19,NA
"1781",2,"Same-Sex Marriage Script by Gay Canvasser",50,85,85,79
"1782",2,"No Contact",20,39,18,21
"1783",2,"Same-Sex Marriage Script by Gay Canvasser",87,88,80,76
"1784",2,"Same-Sex Marriage Script by Gay Canvasser",47,50,35,33
"1785",2,"Same-Sex Marriage Script by Gay Canvasser",55,73,62,66
"1786",2,"No Contact",61,68,67,57
"1787",2,"Same-Sex Marriage Script by Gay Canvasser",48,42,58,45
"1788",2,"No Contact",80,86,83,70
"1789",2,"No Contact",14,37,5,4
"1790",2,"No Contact",100,NA,90,98
"1791",2,"No Contact",20,7,31,19
"1792",2,"Same-Sex Marriage Script by Gay Canvasser",50,56,43,60
"1793",2,"No Contact",50,53,56,42
"1794",2,"No Contact",93,NA,97,NA
"1795",2,"Same-Sex Marriage Script by Gay Canvasser",29,24,NA,34
"1796",2,"No Contact",0,0,0,7
"1797",2,"No Contact",71,67,88,82
"1798",2,"Same-Sex Marriage Script by Gay Canvasser",88,100,100,100
"1799",2,"Same-Sex Marriage Script by Gay Canvasser",65,74,67,65
"1800",2,"Same-Sex Marriage Script by Gay Canvasser",50,46,61,47
"1801",2,"No Contact",83,80,79,71
"1802",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,90,100
"1803",2,"No Contact",50,48,53,41
"1804",2,"No Contact",100,98,100,100
"1805",2,"No Contact",69,78,80,70
"1806",2,"No Contact",31,24,27,36
"1807",2,"No Contact",24,37,NA,9
"1808",2,"No Contact",91,94,86,91
"1809",2,"Same-Sex Marriage Script by Gay Canvasser",50,78,70,69
"1810",2,"No Contact",70,68,71,NA
"1811",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,100,100
"1812",2,"No Contact",50,50,53,46
"1813",2,"No Contact",51,41,57,46
"1814",2,"No Contact",85,86,72,71
"1815",2,"No Contact",21,23,25,29
"1816",2,"No Contact",82,90,88,99
"1817",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,NA,49
"1818",2,"No Contact",32,32,38,49
"1819",2,"No Contact",100,100,97,89
"1820",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"1821",2,"Same-Sex Marriage Script by Gay Canvasser",6,3,NA,4
"1822",2,"Same-Sex Marriage Script by Gay Canvasser",50,56,50,43
"1823",2,"Same-Sex Marriage Script by Gay Canvasser",52,76,85,95
"1824",2,"Same-Sex Marriage Script by Gay Canvasser",55,56,48,72
"1825",2,"Same-Sex Marriage Script by Gay Canvasser",50,79,NA,98
"1826",2,"Same-Sex Marriage Script by Gay Canvasser",50,74,56,45
"1827",2,"Same-Sex Marriage Script by Gay Canvasser",50,69,59,56
"1828",2,"No Contact",98,NA,100,89
"1829",2,"Same-Sex Marriage Script by Gay Canvasser",55,60,49,50
"1830",2,"Same-Sex Marriage Script by Gay Canvasser",1,4,5,12
"1831",2,"No Contact",50,50,61,52
"1832",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"1833",2,"Same-Sex Marriage Script by Gay Canvasser",10,20,12,0
"1834",2,"Same-Sex Marriage Script by Gay Canvasser",19,13,13,27
"1835",2,"No Contact",6,18,NA,19
"1836",2,"No Contact",3,2,5,0
"1837",2,"No Contact",99,100,100,100
"1838",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,96,98
"1839",2,"Same-Sex Marriage Script by Gay Canvasser",99,NA,100,NA
"1840",2,"No Contact",76,84,NA,77
"1841",2,"No Contact",28,46,10,NA
"1842",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"1843",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,48,46
"1844",2,"No Contact",50,54,48,NA
"1845",2,"Same-Sex Marriage Script by Gay Canvasser",41,37,31,37
"1846",2,"Same-Sex Marriage Script by Gay Canvasser",100,97,97,94
"1847",2,"No Contact",52,49,53,51
"1848",2,"Same-Sex Marriage Script by Gay Canvasser",52,61,63,51
"1849",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,49,53
"1850",2,"No Contact",76,77,77,65
"1851",2,"No Contact",50,48,54,53
"1852",2,"Same-Sex Marriage Script by Gay Canvasser",20,21,17,13
"1853",2,"No Contact",59,46,63,63
"1854",2,"Same-Sex Marriage Script by Gay Canvasser",74,68,79,67
"1855",2,"No Contact",50,54,45,40
"1856",2,"Same-Sex Marriage Script by Gay Canvasser",49,49,NA,61
"1857",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,97,100
"1858",2,"No Contact",98,100,NA,92
"1859",2,"Same-Sex Marriage Script by Gay Canvasser",50,32,NA,56
"1860",2,"Same-Sex Marriage Script by Gay Canvasser",51,46,50,49
"1861",2,"Same-Sex Marriage Script by Gay Canvasser",44,45,48,53
"1862",2,"Same-Sex Marriage Script by Gay Canvasser",60,74,54,60
"1863",2,"No Contact",100,97,100,98
"1864",2,"No Contact",66,60,77,64
"1865",2,"No Contact",95,92,86,NA
"1866",2,"No Contact",50,50,48,62
"1867",2,"Same-Sex Marriage Script by Gay Canvasser",97,100,100,99
"1868",2,"Same-Sex Marriage Script by Gay Canvasser",51,65,NA,71
"1869",2,"No Contact",51,58,42,52
"1870",2,"No Contact",50,40,52,NA
"1871",2,"No Contact",59,54,62,52
"1872",2,"Same-Sex Marriage Script by Gay Canvasser",90,NA,100,90
"1873",2,"No Contact",70,74,83,67
"1874",2,"Same-Sex Marriage Script by Gay Canvasser",5,6,31,0
"1875",2,"Same-Sex Marriage Script by Gay Canvasser",91,100,100,98
"1876",2,"No Contact",97,NA,100,100
"1877",2,"No Contact",52,52,67,NA
"1878",2,"No Contact",100,98,98,100
"1879",2,"No Contact",3,5,17,0
"1880",2,"No Contact",55,45,52,57
"1881",2,"Same-Sex Marriage Script by Gay Canvasser",73,70,61,85
"1882",2,"No Contact",100,NA,93,93
"1883",2,"No Contact",52,53,42,56
"1884",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,100,100
"1885",2,"No Contact",40,38,58,29
"1886",2,"Same-Sex Marriage Script by Gay Canvasser",32,14,26,41
"1887",2,"No Contact",41,41,46,46
"1888",2,"Same-Sex Marriage Script by Gay Canvasser",70,62,59,80
"1889",2,"No Contact",41,40,44,NA
"1890",2,"No Contact",75,81,67,68
"1891",2,"No Contact",71,70,66,NA
"1892",2,"No Contact",52,37,55,56
"1893",2,"No Contact",90,100,99,87
"1894",2,"No Contact",51,43,49,40
"1895",2,"No Contact",72,NA,56,71
"1896",2,"Same-Sex Marriage Script by Gay Canvasser",50,65,55,52
"1897",2,"No Contact",19,13,28,17
"1898",2,"Same-Sex Marriage Script by Gay Canvasser",14,29,11,33
"1899",2,"Same-Sex Marriage Script by Gay Canvasser",28,25,40,34
"1900",2,"Same-Sex Marriage Script by Gay Canvasser",90,84,91,100
"1901",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,46,52
"1902",2,"No Contact",86,NA,90,NA
"1903",2,"No Contact",2,0,0,22
"1904",2,"Same-Sex Marriage Script by Gay Canvasser",100,91,100,100
"1905",2,"Same-Sex Marriage Script by Gay Canvasser",17,NA,22,13
"1906",2,"No Contact",19,13,29,22
"1907",2,"Same-Sex Marriage Script by Gay Canvasser",70,74,69,64
"1908",2,"No Contact",35,24,37,39
"1909",2,"Same-Sex Marriage Script by Gay Canvasser",90,84,88,91
"1910",2,"No Contact",100,100,100,93
"1911",2,"No Contact",51,61,40,60
"1912",2,"Same-Sex Marriage Script by Gay Canvasser",52,40,56,65
"1913",2,"No Contact",64,67,52,76
"1914",2,"Same-Sex Marriage Script by Gay Canvasser",97,100,NA,99
"1915",2,"Same-Sex Marriage Script by Gay Canvasser",88,85,84,NA
"1916",2,"No Contact",50,49,NA,63
"1917",2,"No Contact",35,31,NA,27
"1918",2,"No Contact",50,49,52,57
"1919",2,"No Contact",88,92,88,94
"1920",2,"No Contact",50,NA,55,46
"1921",2,"No Contact",24,24,26,37
"1922",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,50
"1923",2,"Same-Sex Marriage Script by Gay Canvasser",2,0,5,11
"1924",2,"No Contact",100,100,NA,100
"1925",2,"Same-Sex Marriage Script by Gay Canvasser",20,34,39,34
"1926",2,"No Contact",50,53,40,42
"1927",2,"No Contact",75,66,70,79
"1928",2,"No Contact",83,NA,65,90
"1929",2,"No Contact",3,0,7,0
"1930",2,"No Contact",100,100,100,95
"1931",2,"No Contact",42,NA,37,NA
"1932",2,"No Contact",98,100,100,99
"1933",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"1934",2,"No Contact",62,NA,56,NA
"1935",2,"Same-Sex Marriage Script by Gay Canvasser",58,56,39,49
"1936",2,"Same-Sex Marriage Script by Gay Canvasser",47,41,39,46
"1937",2,"Same-Sex Marriage Script by Gay Canvasser",48,52,39,50
"1938",2,"Same-Sex Marriage Script by Gay Canvasser",52,50,58,NA
"1939",2,"Same-Sex Marriage Script by Gay Canvasser",97,100,98,89
"1940",2,"Same-Sex Marriage Script by Gay Canvasser",52,60,69,55
"1941",2,"Same-Sex Marriage Script by Gay Canvasser",19,15,29,41
"1942",2,"Same-Sex Marriage Script by Gay Canvasser",45,NA,51,37
"1943",2,"No Contact",100,97,94,100
"1944",2,"Same-Sex Marriage Script by Gay Canvasser",86,NA,89,87
"1945",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,50,52
"1946",2,"Same-Sex Marriage Script by Gay Canvasser",54,57,55,75
"1947",2,"Same-Sex Marriage Script by Gay Canvasser",38,27,42,46
"1948",2,"Same-Sex Marriage Script by Gay Canvasser",72,NA,66,62
"1949",2,"Same-Sex Marriage Script by Gay Canvasser",63,72,65,49
"1950",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,97,100
"1951",2,"Same-Sex Marriage Script by Gay Canvasser",51,40,60,56
"1952",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,50,50
"1953",2,"Same-Sex Marriage Script by Gay Canvasser",81,77,NA,88
"1954",2,"Same-Sex Marriage Script by Gay Canvasser",51,54,53,53
"1955",2,"Same-Sex Marriage Script by Gay Canvasser",53,60,58,49
"1956",2,"No Contact",100,95,NA,100
"1957",2,"No Contact",41,45,35,45
"1958",2,"Same-Sex Marriage Script by Gay Canvasser",53,83,88,91
"1959",2,"No Contact",61,NA,64,58
"1960",2,"No Contact",91,90,100,100
"1961",2,"Same-Sex Marriage Script by Gay Canvasser",7,2,5,2
"1962",2,"Same-Sex Marriage Script by Gay Canvasser",85,NA,85,94
"1963",2,"Same-Sex Marriage Script by Gay Canvasser",90,85,NA,99
"1964",2,"Same-Sex Marriage Script by Gay Canvasser",94,94,87,88
"1965",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,54,51
"1966",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,99,90
