"","PWGTP","SEX","AGEP","CIT","COW","ENG","FER","JWMNP","LANX","MAR","SCHL","WAGP","ESR","WKHP","WRK","NATIVITY","PINCP","ENG_c","CIT_c","Work_Class","FER_c","SEX_c","AGE_C"
"2492",150,2,23,1,1,1,2,NA,1,5,"19",5000,2,24,2,1,5000,"Very Well","Born in US","Private","No","Female","19-30"
"2493",115,1,18,1,NA,1,NA,NA,1,5,"18",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2494",61,1,63,1,1,NA,NA,NA,2,1,"18",101000,3,40,2,1,101000,NA,"Born in US","Private",NA,"Male","31-64"
"2495",75,2,62,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,450,NA,"Born in US",NA,NA,"Female","31-64"
"2496",72,1,57,1,1,1,NA,17,1,1,"18",38200,1,40,1,1,38200,"Very Well","Born in US","Private",NA,"Male","31-64"
"2497",74,2,51,1,1,NA,NA,12,2,1,"19",43700,1,40,1,1,43700,NA,"Born in US","Private",NA,"Female","31-64"
"2498",95,2,20,1,1,NA,2,25,2,5,"18",1600,1,24,1,1,1600,NA,"Born in US","Private","No","Female","19-30"
"2499",64,1,78,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,13270,NA,"Born in US",NA,NA,"Male","over 75"
"2500",58,2,74,5,6,NA,NA,NA,2,1,"19",0,1,2,1,2,5600,NA,"Not a citizen of the US","Self-Employed",NA,"Female","65-75"
"2501",180,2,40,1,1,NA,2,NA,2,1,"21",72000,2,40,1,1,72200,NA,"Born in US","Private","No","Female","31-64"
"2502",241,1,37,1,1,NA,NA,NA,2,1,"19",0,3,NA,2,1,12200,NA,"Born in US","Private",NA,"Male","31-64"
"2503",269,2,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2504",205,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2505",74,2,94,1,NA,NA,NA,NA,2,2,"16",0,6,NA,2,1,25300,NA,"Born in US",NA,NA,"Female","over 75"
"2506",82,1,66,1,NA,NA,NA,NA,2,3,"16",0,6,NA,2,1,8700,NA,"Born in US",NA,NA,"Male","65-75"
"2507",67,1,75,4,NA,1,NA,NA,1,2,"21",0,6,NA,2,2,51300,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2508",263,2,45,4,1,1,2,NA,1,1,"22",120000,1,40,1,2,126000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2509",255,1,50,4,1,1,NA,NA,1,1,"22",150000,2,40,1,2,156000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2510",280,1,15,1,NA,1,NA,NA,1,5,"13",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2511",353,1,72,5,NA,1,NA,NA,1,1,"19",0,6,NA,2,2,12300,"Very Well","Not a citizen of the US",NA,NA,"Male","65-75"
"2512",310,2,65,5,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,7500,"Well","Not a citizen of the US",NA,NA,"Female","65-75"
"2513",36,1,52,4,1,1,NA,45,1,1,"22",565000,1,50,1,2,568000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2514",33,2,47,4,1,1,2,45,1,1,"21",90000,1,35,1,2,90000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2515",36,1,79,4,NA,3,NA,NA,1,1,"21",0,6,NA,2,2,6800,"Not Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"2516",37,2,74,4,NA,3,NA,NA,1,1,"13",0,6,NA,2,2,6800,"Not Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"2517",55,1,31,5,1,1,NA,45,1,1,"21",97000,1,40,1,2,97000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2518",61,2,28,5,NA,1,2,NA,1,1,"21",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,"No","Female","19-30"
"2519",167,2,32,1,1,NA,2,60,2,1,"19",47600,1,40,1,1,47600,NA,"Born in US","Private","No","Female","31-64"
"2520",180,1,37,4,1,1,NA,141,1,1,"15",60000,1,40,1,2,60000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2521",254,2,4,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2522",56,2,78,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,34100,NA,"Born in US",NA,NA,"Female","over 75"
"2523",62,1,78,1,NA,NA,NA,NA,2,1,"20",0,6,NA,2,1,26400,NA,"Born in US",NA,NA,"Male","over 75"
"2524",96,2,59,4,1,1,NA,60,1,1,"21",18000,1,32,1,2,18000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2525",96,1,59,4,5,1,NA,NA,1,1,"18",0,6,NA,2,2,0,"Very Well","US Citizen by Naturalization","Government",NA,"Male","31-64"
"2526",89,2,15,1,NA,NA,2,NA,2,5,"13",0,NA,NA,NA,1,0,NA,"Born in US",NA,"No","Female","14-18"
"2527",58,2,70,1,NA,NA,NA,NA,2,1,"20",0,6,NA,2,1,47000,NA,"Born in US",NA,NA,"Female","65-75"
"2528",55,1,71,1,NA,NA,NA,NA,2,1,"18",0,6,NA,2,1,25400,NA,"Born in US",NA,NA,"Male","65-75"
"2529",108,1,47,1,1,NA,NA,NA,2,5,"18",15600,6,30,2,1,15600,NA,"Born in US","Private",NA,"Male","31-64"
"2530",145,1,56,1,1,NA,NA,2,2,5,"17",48000,1,40,1,1,48020,NA,"Born in US","Private",NA,"Male","31-64"
"2531",80,2,67,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,22700,NA,"Born in US",NA,NA,"Female","65-75"
"2532",82,1,76,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,23400,NA,"Born in US",NA,NA,"Male","over 75"
"2533",105,2,47,1,1,NA,2,90,2,3,"19",25000,1,40,1,1,25000,NA,"Born in US","Private","No","Female","31-64"
"2534",67,1,48,4,1,1,NA,NA,1,1,"22",565000,1,40,1,2,575000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2535",71,2,51,5,3,2,NA,NA,1,1,"21",12000,1,50,1,2,15000,"Well","Not a citizen of the US","Government",NA,"Female","31-64"
"2536",51,1,14,1,NA,1,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","14-18"
"2537",85,2,84,4,NA,4,NA,NA,1,2,"09",0,6,NA,2,2,9600,"Not at all","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2538",44,1,85,1,NA,NA,NA,NA,2,2,"19",0,6,NA,NA,1,12000,NA,"Born in US",NA,NA,"Male","over 75"
"2539",56,1,58,4,1,1,NA,50,1,1,"21",125000,1,40,1,2,125000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2540",62,2,47,4,1,2,2,50,1,1,"21",140000,1,40,1,2,140000,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2541",61,2,13,1,NA,1,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"2542",49,1,11,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"2543",68,2,70,4,NA,3,NA,NA,1,3,"18",0,6,NA,2,2,7200,"Not Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"2544",223,1,37,4,1,1,NA,NA,1,1,"16",50000,2,40,1,2,50010,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2545",197,2,30,5,NA,1,1,NA,1,1,"16",0,6,NA,2,2,3600,"Very Well","Not a citizen of the US",NA,"Yes","Female","19-30"
"2546",208,2,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2547",187,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2548",267,2,57,5,NA,3,NA,NA,1,1,"12",0,6,NA,2,2,1800,"Not Well","Not a citizen of the US",NA,NA,"Female","31-64"
"2549",37,1,33,5,1,1,NA,50,1,1,"22",130000,1,40,1,2,130200,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2550",32,2,30,5,1,1,1,20,1,1,"22",29000,1,40,1,2,29000,"Very Well","Not a citizen of the US","Private","Yes","Female","19-30"
"2551",32,1,0,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2552",137,1,62,4,6,2,NA,NA,1,1,"16",0,2,16,1,2,20000,"Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"2553",149,2,59,4,NA,1,NA,NA,1,1,"16",0,6,NA,2,2,1800,"Very Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2554",151,2,21,1,NA,1,2,NA,1,5,"19",0,6,NA,2,1,6000,"Very Well","Born in US",NA,"No","Female","19-30"
"2555",137,2,5,1,NA,1,NA,NA,1,5,"02",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","5 and under"
"2556",61,2,37,5,1,1,2,90,1,1,"22",230000,1,40,1,2,230000,"Very Well","Not a citizen of the US","Private","No","Female","31-64"
"2557",62,1,34,5,1,1,NA,90,1,1,"21",56000,1,40,1,2,56000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2558",76,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2559",70,2,40,4,1,2,2,20,1,1,"20",27900,1,40,1,2,27900,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2560",76,1,39,4,1,3,NA,20,1,1,"20",45100,1,40,1,2,45100,"Not Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2561",56,1,9,4,NA,1,NA,NA,1,5,"06",NA,NA,NA,NA,2,NA,"Very Well","US Citizen by Naturalization",NA,NA,"Male","6-13"
"2562",55,1,5,1,NA,2,NA,NA,1,5,"02",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Male","5 and under"
"2563",89,2,63,5,NA,4,NA,NA,1,1,"12",0,6,NA,2,2,4000,"Not at all","Not a citizen of the US",NA,NA,"Female","31-64"
"2564",59,2,64,4,1,2,NA,10,1,5,"15",28000,1,40,NA,2,28000,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2565",77,1,26,1,2,4,NA,NA,1,5,"21",0,6,NA,NA,1,0,"Not at all","Born in US","Private",NA,"Male","19-30"
"2566",93,1,61,5,7,1,NA,30,1,3,"16",565000,1,60,1,2,566300,"Very Well","Not a citizen of the US","Self-Employed",NA,"Male","31-64"
"2567",91,2,53,4,NA,2,NA,NA,1,5,"12",0,6,NA,NA,2,0,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2568",63,1,5,5,NA,4,NA,NA,1,5,"01",NA,NA,NA,NA,2,NA,"Not at all","Not a citizen of the US",NA,NA,"Male","5 and under"
"2569",37,1,77,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,2200,"Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"2570",45,2,83,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,10300,"Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2571",42,1,62,4,1,2,NA,NA,1,1,"17",70000,2,40,2,2,105300,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2572",34,2,50,4,1,2,2,30,1,1,"15",27000,1,40,1,2,34200,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2573",32,1,21,1,1,1,NA,20,1,5,"20",5600,1,25,1,1,5600,"Very Well","Born in US","Private",NA,"Male","19-30"
"2574",36,1,15,1,NA,1,NA,NA,1,5,"13",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2575",225,1,52,4,1,2,NA,15,1,1,"16",72000,1,40,1,2,72050,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2576",244,2,46,5,NA,3,2,NA,1,1,"16",0,6,NA,2,2,50,"Not Well","Not a citizen of the US",NA,"No","Female","31-64"
"2577",203,1,16,1,NA,1,NA,NA,1,5,"12",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2578",263,2,11,1,NA,1,NA,NA,1,5,"06",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"2579",54,1,43,4,1,1,NA,90,1,1,"21",180000,1,40,1,2,180000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2580",54,2,44,4,1,1,2,20,1,1,"21",120000,1,32,1,2,120000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2581",45,1,12,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"2582",86,1,74,4,NA,2,NA,NA,1,1,"20",0,6,NA,2,2,6700,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2583",63,2,73,4,NA,3,NA,NA,1,1,"10",0,6,NA,2,2,6700,"Not Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"2584",62,2,71,5,NA,1,NA,NA,1,2,"21",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,NA,"Female","65-75"
"2585",87,2,36,4,1,1,2,25,1,1,"21",35000,1,40,1,2,35000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2586",84,1,35,4,1,1,NA,25,1,1,"20",35000,1,48,1,2,35000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2587",57,2,7,1,NA,1,NA,NA,1,5,"04",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"2588",54,2,55,1,3,NA,NA,40,2,1,"21",119000,1,40,1,1,119000,NA,"Born in US","Government",NA,"Female","31-64"
"2589",49,1,56,1,4,NA,NA,20,2,1,"15",55000,1,50,1,1,55000,NA,"Born in US","Government",NA,"Male","31-64"
"2590",96,1,31,1,1,NA,NA,20,2,5,"22",181000,1,50,1,1,181300,NA,"Born in US","Private",NA,"Male","31-64"
"2591",113,2,35,1,1,NA,2,35,2,5,"18",40000,1,40,1,1,40000,NA,"Born in US","Private","No","Female","31-64"
"2592",124,1,57,4,2,1,NA,25,1,1,"18",1e+05,1,40,1,2,1e+05,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2593",118,2,54,4,4,1,NA,5,1,1,"17",48000,1,40,1,2,48000,"Very Well","US Citizen by Naturalization","Government",NA,"Female","31-64"
"2594",239,1,30,1,1,NA,NA,35,2,3,"16",85000,1,40,1,1,85000,NA,"Born in US","Private",NA,"Male","19-30"
"2595",195,2,79,4,NA,2,NA,NA,1,2,"16",0,6,NA,2,2,14400,"Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2596",207,1,4,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2597",208,2,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2598",93,2,27,1,2,1,2,45,1,5,"22",52000,1,50,1,1,52000,"Very Well","Born in US","Private","No","Female","19-30"
"2599",84,2,31,1,2,NA,2,30,2,5,"22",50000,1,35,1,1,50000,NA,"Born in US","Private","No","Female","31-64"
"2600",123,2,27,1,2,4,2,25,1,5,"22",56000,1,40,1,1,56000,"Not at all","Born in US","Private","No","Female","19-30"
"2601",56,2,82,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,18000,"Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2602",56,1,76,5,NA,3,NA,NA,1,1,"01",0,6,NA,2,2,12000,"Not Well","Not a citizen of the US",NA,NA,"Male","over 75"
"2603",73,2,28,1,2,1,2,60,1,5,"22",50000,1,40,1,1,50000,"Very Well","Born in US","Private","No","Female","19-30"
"2604",34,2,58,5,1,NA,NA,30,2,5,"19",75000,1,40,1,2,75000,NA,"Not a citizen of the US","Private",NA,"Female","31-64"
"2605",74,1,41,5,1,1,NA,45,1,1,"22",144000,1,40,1,2,144000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2606",75,2,37,5,NA,1,2,NA,1,1,"22",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,"No","Female","31-64"
"2607",61,1,12,5,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,2,NA,"Very Well","Not a citizen of the US",NA,NA,"Male","6-13"
"2608",77,1,50,4,1,2,NA,30,1,1,"16",55000,1,40,1,2,55010,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2609",84,2,49,4,1,2,2,NA,1,1,"16",46000,2,40,1,2,46010,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2610",95,2,23,1,1,1,2,NA,1,5,"19",22000,2,20,1,1,22010,"Very Well","Born in US","Private","No","Female","19-30"
"2611",69,2,18,1,NA,1,2,NA,1,5,"14",0,6,NA,2,1,0,"Very Well","Born in US",NA,"No","Female","14-18"
"2612",90,2,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","14-18"
"2613",99,1,12,1,NA,1,NA,NA,1,5,"08",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"2614",57,2,49,1,3,1,2,60,1,1,"17",38000,1,46,1,1,38000,"Very Well","Born in US","Government","No","Female","31-64"
"2615",54,1,51,1,1,1,NA,35,1,1,"20",149000,1,50,NA,1,149090,"Very Well","Born in US","Private",NA,"Male","31-64"
"2616",65,2,23,1,1,1,2,5,1,5,"16",27300,1,30,NA,1,27300,"Very Well","Born in US","Private","No","Female","19-30"
"2617",65,2,22,1,1,1,2,30,1,5,"16",24000,1,40,NA,1,24000,"Very Well","Born in US","Private","No","Female","19-30"
"2618",48,1,15,1,NA,1,NA,NA,1,5,"12",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2619",67,1,11,1,NA,1,NA,NA,1,5,"08",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"2620",42,1,51,4,1,2,NA,30,1,1,"21",80000,1,50,1,2,80000,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2621",40,2,50,4,1,2,2,30,1,1,"19",50000,1,40,1,2,50000,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2622",49,2,80,4,NA,3,NA,NA,1,1,"16",0,6,NA,2,2,9000,"Not Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"2623",42,1,75,4,NA,2,NA,NA,1,1,"18",0,6,NA,2,2,9000,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2624",53,1,66,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,13900,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2625",78,2,63,4,NA,1,NA,NA,1,1,"22",0,6,NA,2,2,6700,"Very Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"2626",88,2,31,1,4,1,2,30,1,1,"22",62000,1,40,1,1,62000,"Very Well","Born in US","Government","No","Female","31-64"
"2627",54,1,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2628",79,2,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2629",65,1,28,1,1,NA,NA,60,2,1,"18",70000,1,50,1,1,70000,NA,"Born in US","Private",NA,"Male","19-30"
"2630",87,1,50,4,1,1,NA,30,1,1,"21",160000,1,40,1,2,160000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2631",78,2,48,4,1,1,1,70,1,1,"21",50000,1,40,1,2,50000,"Very Well","US Citizen by Naturalization","Private","Yes","Female","31-64"
"2632",67,1,74,1,NA,NA,NA,NA,2,5,"18",0,6,NA,2,1,77100,NA,"Born in US",NA,NA,"Male","65-75"
"2633",102,1,62,1,9,NA,NA,NA,2,3,"21",0,3,NA,2,1,0,NA,"Born in US","Unemployed",NA,"Male","31-64"
"2634",159,2,40,3,1,3,2,NA,1,1,"13",0,6,NA,2,1,0,"Not Well","Born Abroad by American Parent","Private","No","Female","31-64"
"2635",174,1,40,4,7,3,NA,15,1,1,"19",50000,1,40,1,2,50000,"Not Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"2636",176,1,20,1,1,1,NA,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US","Private",NA,"Male","19-30"
"2637",136,2,15,1,NA,1,2,NA,1,5,"12",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,"No","Female","14-18"
"2638",209,1,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2639",50,2,63,1,1,NA,NA,30,2,1,"15",70000,1,40,1,1,70000,NA,"Born in US","Private",NA,"Female","31-64"
"2640",42,1,65,1,1,NA,NA,90,2,1,"20",60000,1,40,1,1,60000,NA,"Born in US","Private",NA,"Male","65-75"
"2641",84,2,68,1,1,NA,NA,NA,2,2,"16",0,6,NA,2,1,45200,NA,"Born in US","Private",NA,"Female","65-75"
"2642",95,2,35,1,1,NA,2,10,2,4,"16",12000,1,20,1,1,32400,NA,"Born in US","Private","No","Female","31-64"
"2643",52,2,8,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"2644",73,1,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2645",101,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"2646",45,1,27,1,1,NA,NA,20,2,5,"19",51000,1,45,1,1,51000,NA,"Born in US","Private",NA,"Male","19-30"
"2647",65,2,32,1,6,NA,2,20,2,3,"22",0,1,35,1,1,70000,NA,"Born in US","Self-Employed","No","Female","31-64"
"2648",59,2,42,4,1,1,2,45,1,1,"18",27900,1,40,1,2,27900,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"2649",58,1,46,3,2,NA,NA,105,2,1,"20",65000,1,50,NA,1,65000,NA,"Born Abroad by American Parent","Private",NA,"Male","31-64"
"2650",60,2,13,1,NA,NA,NA,NA,2,5,"10",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"2651",44,1,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"2652",64,2,62,4,1,2,NA,45,1,3,"15",33600,1,38,1,2,33600,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2653",74,1,54,5,1,NA,NA,40,2,4,"15",16000,1,40,1,2,16000,NA,"Not a citizen of the US","Private",NA,"Male","31-64"
"2654",85,1,35,5,1,3,NA,45,1,5,"14",16000,1,30,1,2,16000,"Not Well","Not a citizen of the US","Private",NA,"Male","31-64"
"2655",92,1,34,4,1,2,NA,45,1,1,"18",35000,1,30,1,2,35000,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2656",103,1,60,1,NA,1,NA,NA,1,3,"14",0,6,NA,2,1,12000,"Very Well","Born in US",NA,NA,"Male","31-64"
"2657",63,1,53,4,1,2,NA,60,1,1,"21",135000,1,60,1,2,135000,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"2658",55,2,36,5,1,3,2,NA,1,1,"20",0,6,NA,2,2,0,"Not Well","Not a citizen of the US","Private","No","Female","31-64"
"2659",34,1,94,1,NA,1,NA,NA,1,1,"21",0,6,NA,2,1,21500,"Very Well","Born in US",NA,NA,"Male","over 75"
"2660",35,2,78,1,NA,NA,NA,NA,2,1,"19",0,6,NA,2,1,14700,NA,"Born in US",NA,NA,"Female","over 75"
"2661",163,2,63,1,NA,1,NA,NA,1,1,"16",0,6,NA,2,1,21600,"Very Well","Born in US",NA,NA,"Female","31-64"
"2662",136,1,67,1,NA,1,NA,NA,1,1,"16",0,6,NA,2,1,24030,"Very Well","Born in US",NA,NA,"Male","65-75"
"2663",233,1,40,1,1,1,NA,15,1,4,"16",52000,1,40,1,1,52010,"Very Well","Born in US","Private",NA,"Male","31-64"
"2664",213,2,37,1,1,1,2,NA,1,3,"16",46000,2,40,1,1,46000,"Very Well","Born in US","Private","No","Female","31-64"
"2665",131,1,15,1,NA,1,NA,NA,1,5,"11",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2666",131,1,15,1,NA,1,NA,NA,1,5,"11",0,NA,NA,NA,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"2667",185,1,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","14-18"
"2668",170,2,12,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"2669",214,2,42,1,1,1,2,NA,1,5,"19",58000,2,40,1,1,58050,"Very Well","Born in US","Private","No","Female","31-64"
"2670",47,1,29,1,1,NA,NA,75,2,1,"18",150000,1,50,1,1,150100,NA,"Born in US","Private",NA,"Male","19-30"
"2671",67,2,30,1,NA,NA,2,NA,2,1,"18",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","19-30"
"2672",59,1,10,1,NA,NA,NA,NA,2,5,"07",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"2673",83,1,55,1,2,NA,NA,75,2,3,"21",163000,1,50,1,1,163200,NA,"Born in US","Private",NA,"Male","31-64"
"2674",40,2,51,4,1,4,NA,15,1,1,"01",14400,1,30,1,2,14400,"Not at all","US Citizen by Naturalization","Private",NA,"Female","31-64"
"2675",41,2,18,4,1,2,2,20,1,5,"16",6000,1,15,1,2,6000,"Well","US Citizen by Naturalization","Private","No","Female","14-18"
"2676",46,2,13,4,NA,3,NA,NA,1,5,"10",NA,NA,NA,NA,2,NA,"Not Well","US Citizen by Naturalization",NA,NA,"Female","6-13"
"2677",80,1,64,1,NA,1,NA,NA,1,5,"21",0,6,NA,2,1,36000,"Very Well","Born in US",NA,NA,"Male","31-64"
"2678",117,1,35,1,NA,1,NA,NA,1,5,"19",0,6,NA,2,1,3000,"Very Well","Born in US",NA,NA,"Male","31-64"
"2679",86,2,55,1,1,1,NA,NA,1,4,"16",43000,2,40,2,1,52000,"Very Well","Born in US","Private",NA,"Female","31-64"
"2680",68,1,67,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,12000,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"2681",50,2,66,4,1,1,NA,NA,1,1,"21",0,6,NA,2,2,77000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","65-75"
"2682",49,1,75,1,6,NA,NA,NA,2,3,"20",0,6,60,2,1,41400,NA,"Born in US","Self-Employed",NA,"Male","65-75"
"2683",70,1,61,1,1,NA,NA,65,2,1,"21",135000,1,75,1,1,132700,NA,"Born in US","Private",NA,"Male","31-64"
"2684",70,2,63,4,1,1,NA,15,1,1,"21",24000,1,32,1,2,29000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
